image,action
E:/Project 103/Trimmed Data\train_frames\NoAction_43_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_43_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_43_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_44_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_44_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_46_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_46_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_47_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_47_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_47_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_51_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_51_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_58_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_58_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_58_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_59_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_59_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_59_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_59_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_59_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_63_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_63_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_64_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_64_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_64_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_64_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_66_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_66_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_80_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_80_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_80_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_87_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_87_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_87_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_87_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_89_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_89_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_89_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_91_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_91_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_91_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_91_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_93_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_93_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_93_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_95_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_95_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_95_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_95_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_96_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_96_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_96_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_96_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_96_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_99_frame5_NoAction.jpg,NoAction
