image,action
E:/Project 103/Trimmed Data\train_frames\NoAction_42_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_42_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_49_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_49_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_4_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_50_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_50_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_50_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_50_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_52_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_53_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_53_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_54_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_56_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_57_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_57_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_57_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_57_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_57_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_5_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_60_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_61_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_63_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_63_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_65_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_65_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_65_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_66_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_66_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_67_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_69_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_6_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_6_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_6_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_70_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_71_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_71_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_71_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_72_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_73_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_74_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_75_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_76_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_76_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_76_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_76_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_78_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_79_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_7_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_82_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_83_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_83_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_83_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_83_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_84_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_85_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_88_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_8_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_90_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_92_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_94_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_94_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_94_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_97_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_98_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_98_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_98_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_98_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame6_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame7_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_100 _frame8_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_102 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_102 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_102 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_104 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_104 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_104 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_105 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_105 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_105 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_107 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_107 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_107 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_107 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_107 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_15 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_15 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_15 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_15 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_15 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_16 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_16 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_16 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_17 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_17 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_17 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_17 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_17 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_18 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_18 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_18 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_19 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_19 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_19 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_19 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_19 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_21 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_21 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_22 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_22 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_22 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_24 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_24 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_26 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_26 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_27 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_27 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_27 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_27 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_29 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_29 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_29 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_3 _frame6_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_32 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_32 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_32 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_33 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_33 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_34_frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_34_frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_34_frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_34_frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_34_frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_36 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_36 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_36 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_37 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_37 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_37 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_38 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_38 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_38 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_38 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_39 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_39 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_40 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_40 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_40 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_41 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_41 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_41 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_42 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_42 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_42 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_42 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_43 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_43 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_43 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_45 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_45 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_45 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_45 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_46 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_46 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_46 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_46 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_48 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_48 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_48 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_49 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_49 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_49 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_49 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_5 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_5 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_50 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_50 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_50 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_50 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_50 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_52 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_52 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_52 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_52 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_56 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_56 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_58 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_58 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_58 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_59 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_59 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_59 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_6 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_60 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_60 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_60 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_60 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_62 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_62 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_62 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_62 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_63 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_63 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_63 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_63 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_65 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_65 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_65 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_67 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_67 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_67 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_67 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_68 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_68 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_68 _frame2_smoke.jpg,smoke
