image,action
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_105 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_105 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_108 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_108 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_108 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_109 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_109 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_109 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_11 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_11 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_11 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_11 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_111 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_111 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_111 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_111 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_117 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_117 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_117 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_117 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_12 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_12 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_12 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_12 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_120 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_120 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_120 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_120 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_120 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_121 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_121 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_121 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_122 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_122 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_122 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_124 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_124 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_124 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_124 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_125 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_125 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_125 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_126 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_126 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_126 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_128 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_128 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_128 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_13 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_13 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_130 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_130 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_130 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_131 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_131 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_132 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_132 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_132 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_133 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_133 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_133 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_133 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_134 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_134 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_137 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_137 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_137 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_137 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_138 _frame5_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_139 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_139 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_139 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_139 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_14 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_14 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_14 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_14 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_14 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_140 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_140 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_140 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_140 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_140 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_141 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_141 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_141 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_141 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_142 _frame5_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_143 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_143 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_143 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_143 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_144 _frame5_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_145 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_145 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_145 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_145 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_147 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_147 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_147 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_147 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_15 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_15 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_15 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_15 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_15 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_151 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_151 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_151 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_17 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_17 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_17 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_17 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_19 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_19 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_19 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_19 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_19 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_2 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_2 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_2 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_2 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_21 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_21 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_21 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_21 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_21 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_22 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_22 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_22 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_23 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_23 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_23 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_25 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_25 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_25 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_28 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_28 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_28 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_29 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_29 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_29 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_3 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_3 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_3 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_3 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_3 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_30 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_30 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_30 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_30 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_32 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_32 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_32 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_33 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_33 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_33 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_34 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_34 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_34 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_36 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_36 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_36 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_36 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_37 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_37 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_37 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_37 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_38 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_38 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_38 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_39 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_39 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_39 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_42 _frame5_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_43 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_43 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_43 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_44 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_44 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_44 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_45 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_45 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_47 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_47 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_47 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_48 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_48 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_49 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_49 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_49 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_49 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_50 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_50 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_50 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_50 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_53 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_53 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_53 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_54 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_54 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_54 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_54 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_55 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_55 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_55 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_56 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_56 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_57 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_57 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_57 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_6 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_6 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_6 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_60 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_60 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_60 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_61 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_61 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_61 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_61 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_64 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_64 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_65 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_65 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_65 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_65 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_66 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_66 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_66 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_66 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_66 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_67 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_67 _frame1_kill.jpg,kill
